series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Freq	Units	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	last.5.years.mean	latest.year	latest.value	latest.source
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	804	31.40270802	49.00735945	UKR	Ukraine	1	ANNUAL	PERCENT	0.716183762031	1.2387595474811	1.8738851164343	3.1481275881544	3.4894778812677	3.749764414659	4.5061245635738	6.55	11	17.9	23.3	28.7082628400713	35.27	40.954128997	46.2359754571651	48.8846436813218	40.0106021951116	2015	48.8846436813218	State Statistics Service of Ukraine
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	807	21.7007909	41.60048068	MKD	Macedonia, Republic of	1	ANNUAL	PERCENT	2.4855663164007	3.468184608494	17.33	19.07	24.44	26.45	28.62	36.3	46.04	51.77	51.9	56.7	57.449947312961	65.24	68.06	70.3802	63.5660294625922	2015	70.3802	Eurostat.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	818	29.77468534	26.57438204	EGY	Egypt	1	ANNUAL	PERCENT	0.6412650375048	0.8389456114776	2.7199997146542	4.037885107067	11.92	12.75	13.66	16.03	18.01	20	21.6	25.6	26.4	29.4	33.8946039115275	37.8193834276939	30.6227974678443	2015	37.8193834276939	Central Agency For Public Mobilization And Statistics (CAPMAS)
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	826	-2.23830539	53.27691757	GBR	United Kingdom	1	ANNUAL	PERCENT	26.8217543508578	33.4810948744147	56.48	64.82	65.61	70	68.82	75.09	78.39	83.56	85	85.3799985496322	87.4799984242111	89.8441	91.61	92.0003	89.2628793947687	2015	92.0003	Eurostat.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	831	-2.200712402	49.71561166	GGY	Guernsey	1	ANNUAL	PERCENT	31.8979266347687	44.4657880226953	53.5714285714286	59.1397849462366	64.5161290322581	73.5710243350311	83.6320191158901					83.632					83.632	2011	83.632	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	832	-2.136773508	49.22353354	JEY	Jersey	1	ANNUAL	PERCENT	9.2187139893985	16.0576239304475	19.4063926940639	22.7272727272727	30.6818181818182	31.25	31.8181818181818	32.3863636363636				36	41.03				38.515	2012	41.03	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	833	-4.538190305	54.22880901	IMN	Isle of Man	1	ANNUAL	PERCENT																				
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	834	34.80521182	-6.265332606	TZA	Tanzania, United Republic of	1	ANNUAL	PERCENT	0.1171944401083	0.1713003506689	0.2224844139239	0.6769628565103	0.8775749709926	1.1	1.3	1.6	1.9	2.4	2.9	3.2	3.95	4.4	4.86	5.355144064127	4.3530288128254	2015	5.355144064127	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	840	-99.13830311	39.5277871	USA	United States of America	1	ANNUAL	PERCENT	43.0791626375201	49.0808315896951	58.7854038836952	61.6971171244207	64.7582564759896	67.968052915002	68.9311932699721	75	74	71	71.69	69.7294607619268	74.7	71.4	73	74.4521827186491	72.6563286961152	2015	74.4521827186491	US Census Bureau
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	850	-64.76960113	17.73297693	VIR	United States Virgin Islands	1	ANNUAL	PERCENT	13.8150805419196	18.3757660397468	27.4944323774436	27.4290729887632	27.3770087880198	27.3443196733265	27.3326105376325	27.3393358364014	27.3617774210613	27.3965096846662	31.22	35.6	40.5479	45.3	50.07	54.839137296	45.2714074592	2015	54.839137296	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	854	-1.742843829	12.27491081	BFA	Burkina Faso	1	ANNUAL	PERCENT	0.0770801689426	0.1577324646536	0.200992597925	0.3734403032335	0.4002952854922	0.4699144886567	0.6327075644618	0.75	0.92	1.13	2.4	3	3.7250349159768	9.1	9.4	11.387646166247	7.32253621644476	2015	11.387646166247	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	858	-56.01387025	-32.8002838	URY	Uruguay	1	ANNUAL	PERCENT	10.5390577480141	11.1214376832783	11.4194701966853	15.9371367159756	17.0630983403661	20.0881895579305	29.4	34	39.3	41.8	46.4	51.4046610563616	54.453768680746	57.69	61.46	64.6	57.9216859474215	2015	64.6	Instituto Nacional de Estadistica.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	860	63.11944558	41.77560518	UZB	Uzbekistan	1	ANNUAL	PERCENT	0.4843473076949	0.5975679938758	1.0819397424873	1.91259517785	2.5937254208492	3.3435098882595	6.3883219670681	7.4906046813863	9.0801145234501	11.9	15.9	18.6	23.6	26.8	35.5	42.8	29.46	2015	42.8	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	862	-66.15642084	7.121324748	VEN	Venezuela (Bolivarian Republic)	1	ANNUAL	PERCENT	3.3595974645036	4.6360009477868	4.9104463272033	7.4999634652241	8.4044695924122	12.5529979098299	15.2247114771787	20.83	25.88	32.7	37.37	40.22	49.0500830729861	54.9	57	61.869248094278	52.6078662334528	2015	61.869248094278	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	876	-176.2034788	-13.28471201	WLF	Wallis and Futuna Islands	1	ANNUAL	PERCENT	4.768067570329	5.0926869016093	5.4178518217527	5.7416914347474	6.0597899272825	6.7042102440333	7.3333333333333	7.95	8.22	6.76	8.16	8.68	8.95				8.815	2012	8.95	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	882	-172.4430749	-13.61541469	WSM	Samoa	1	ANNUAL	PERCENT	0.5663925326808	1.6899028305872	2.2448326757844	2.7996304487808	3.075529410449	3.3525921124683	4.4691738732095	4.7499832353533	5.031615316237	6	7	11	12.92249	15.3	21.2	25.407009766593	17.1658999533186	2015	25.407009766593	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	887	45.22389143	15.22242099	YEM	Yemen	1	ANNUAL	PERCENT	0.0825003865143	0.0908024587169	0.5187960321234	0.6047341004318	0.8812229886795	1.0485979341783	1.2478240490449	5.01	6.89	9.96	12.35	14.905	17.4465	20	22.55	25.09951439988	20.000202879976	2015	25.09951439988	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	894	27.850329	-14.59701056	ZMB	Zambia	1	ANNUAL	PERCENT	0.1910716425034	0.2331295563423	0.4777509069475	0.9804830394261	2.0135495321853	2.8517522612901	4.1599133939311	4.87	5.55	6.31	10	11.5	13.4682	15.4	19	21	16.07364	2015	21	ITU estimate.
