series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Freq	Units	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	DC_ODA_TOTL	Net official development assistance (ODA) from OECD-DAC countries, by donor	364	54.19766348	32.74370885	IRN	Iran (Islamic Republic of)	1	ANNUAL	CON_USD																						
2017.Q2.G.01	DC_ODA_TOTL	Net official development assistance (ODA) from OECD-DAC countries, by donor	368	43.76606267	33.05013795	IRQ	Iraq	1	ANNUAL	CON_USD																						
2017.Q2.G.01	DC_ODA_TOTL	Net official development assistance (ODA) from OECD-DAC countries, by donor	372	-7.121425272	53.25274054	IRL	Ireland	1	ANNUAL	CON_USD	362.2	430.2	537.4	549.6	600	689	943.9	983	1044.3	864.5	838	786.3	733.3	732.7	715.6	718.3	803.6	740.7	2016	803.6		
2017.Q2.G.01	DC_ODA_TOTL	Net official development assistance (ODA) from OECD-DAC countries, by donor	376	34.62277992	31.06164552	ISR	Israel	1	ANNUAL	CON_USD																						
2017.Q2.G.01	DC_ODA_TOTL	Net official development assistance (ODA) from OECD-DAC countries, by donor	380	12.57022427	42.79917282	ITA	Italy	1	ANNUAL	CON_USD	2197.8	2596.2	3421.6	2885.6	2589.6	5254.6	3652	3564.8	4041.4	2785.3	2652.5	3595.1	2427.2	2909.4	3372.8	4003.4	4812.5	3505.06	2016	4812.5		
2017.Q2.G.01	DC_ODA_TOTL	Net official development assistance (ODA) from OECD-DAC countries, by donor	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	1	ANNUAL	CON_USD																						
2017.Q2.G.01	DC_ODA_TOTL	Net official development assistance (ODA) from OECD-DAC countries, by donor	388	-77.31068409	18.15616857	JAM	Jamaica	1	ANNUAL	CON_USD																						
2017.Q2.G.01	DC_ODA_TOTL	Net official development assistance (ODA) from OECD-DAC countries, by donor	392	139.2716103	36.6554539	JPN	Japan	1	ANNUAL	CON_USD	10575.7	8794.4	8677.8	7818.3	7427.7	11269.8	10223.1	7218.5	8012.1	7165.1	8037.7	7457.1	7209.7	9587.9	8458.7	9202.8	9286.7	8749.16	2016	9286.7		
2017.Q2.G.01	DC_ODA_TOTL	Net official development assistance (ODA) from OECD-DAC countries, by donor	398	66.65359159	48.01963494	KAZ	Kazakhstan	1	ANNUAL	CON_USD																						
2017.Q2.G.01	DC_ODA_TOTL	Net official development assistance (ODA) from OECD-DAC countries, by donor	400	37.13024774	30.65365973	JOR	Jordan	1	ANNUAL	CON_USD																						
2017.Q2.G.01	DC_ODA_TOTL	Net official development assistance (ODA) from OECD-DAC countries, by donor	404	37.86096816	0.534797278	KEN	Kenya	1	ANNUAL	CON_USD																						
2017.Q2.G.01	DC_ODA_TOTL	Net official development assistance (ODA) from OECD-DAC countries, by donor	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	1	ANNUAL	CON_USD																						
2017.Q2.G.01	DC_ODA_TOTL	Net official development assistance (ODA) from OECD-DAC countries, by donor	410	127.8610254	36.45201023	KOR	Republic of Korea	1	ANNUAL	CON_USD	291.5	400.6	397	479.6	518.2	815.3	459.1	669.5	895.1	1009	1276.1	1358.5	1648.7	1746.4	1766.5	1915.4	1979.6	1811.32	2016	1979.6		
2017.Q2.G.01	DC_ODA_TOTL	Net official development assistance (ODA) from OECD-DAC countries, by donor	414	47.49305029	29.53949468	KWT	Kuwait	1	ANNUAL	CON_USD																						
2017.Q2.G.01	DC_ODA_TOTL	Net official development assistance (ODA) from OECD-DAC countries, by donor	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	1	ANNUAL	CON_USD																						
2017.Q2.G.01	DC_ODA_TOTL	Net official development assistance (ODA) from OECD-DAC countries, by donor	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	1	ANNUAL	CON_USD																						
2017.Q2.G.01	DC_ODA_TOTL	Net official development assistance (ODA) from OECD-DAC countries, by donor	422	35.89391711	33.92152458	LBN	Lebanon	1	ANNUAL	CON_USD																						
2017.Q2.G.01	DC_ODA_TOTL	Net official development assistance (ODA) from OECD-DAC countries, by donor	426	28.25362195	-29.58041814	LSO	Lesotho	1	ANNUAL	CON_USD																						
2017.Q2.G.01	DC_ODA_TOTL	Net official development assistance (ODA) from OECD-DAC countries, by donor	428	26.42461876	56.64196636	LVA	Latvia	1	ANNUAL	CON_USD																						
2017.Q2.G.01	DC_ODA_TOTL	Net official development assistance (ODA) from OECD-DAC countries, by donor	430	-9.311879038	6.448381009	LBR	Liberia	1	ANNUAL	CON_USD																						
2017.Q2.G.01	DC_ODA_TOTL	Net official development assistance (ODA) from OECD-DAC countries, by donor	434	18.0295985	27.04042819	LBY	Libya	1	ANNUAL	CON_USD																						
2017.Q2.G.01	DC_ODA_TOTL	Net official development assistance (ODA) from OECD-DAC countries, by donor	438	9.552985019	47.14167005	LIE	Liechtenstein	1	ANNUAL	CON_USD																						
2017.Q2.G.01	DC_ODA_TOTL	Net official development assistance (ODA) from OECD-DAC countries, by donor	440	23.90517807	55.33680309	LTU	Lithuania	1	ANNUAL	CON_USD																						
2017.Q2.G.01	DC_ODA_TOTL	Net official development assistance (ODA) from OECD-DAC countries, by donor	442	6.092656563	49.77679538	LUX	Luxembourg	1	ANNUAL	CON_USD	216.7	253.9	250.8	268.2	289.6	302.6	317.7	370.7	376.3	382.7	375.3	345.3	355.5	365.6	355.2	362.9	390.7	365.98	2016	390.7		
