series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Freq	Units	2000	2005	2010	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	ER_MRN_MARINT	Coverage of protected areas in relation to marine areas	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	1	ANNUAL	KMSQ					31	31	2016	31	Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2017, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).	
2017.Q2.G.01	ER_MRN_MARINT	Coverage of protected areas in relation to marine areas	184	-159.7711391	-21.22696458	COK	Cook Islands	1	ANNUAL	KMSQ					15	15	2016	15	Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2017, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).	
2017.Q2.G.01	ER_MRN_MARINT	Coverage of protected areas in relation to marine areas	188	-84.19712782	9.970998683	CRI	Costa Rica	1	ANNUAL	KMSQ					4802	4802	2016	4802	Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2017, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).	
2017.Q2.G.01	ER_MRN_MARINT	Coverage of protected areas in relation to marine areas	191	17.95874553	45.45172212	HRV	Croatia	1	ANNUAL	KMSQ					4737	4737	2016	4737	Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2017, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).	
2017.Q2.G.01	ER_MRN_MARINT	Coverage of protected areas in relation to marine areas	192	-79.54460144	22.10030366	CUB	Cuba	1	ANNUAL	KMSQ					15818	15818	2016	15818	Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2017, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).	
2017.Q2.G.01	ER_MRN_MARINT	Coverage of protected areas in relation to marine areas	196	33.22285964	35.05659437	CYP	Cyprus	1	ANNUAL	KMSQ					121	121	2016	121	Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2017, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).	
2017.Q2.G.01	ER_MRN_MARINT	Coverage of protected areas in relation to marine areas	203	15.33151382	49.73913871	CZE	Czechia	1	ANNUAL	KMSQ										
2017.Q2.G.01	ER_MRN_MARINT	Coverage of protected areas in relation to marine areas	204	2.339933594	9.65401646	BEN	Benin	1	ANNUAL	KMSQ										
2017.Q2.G.01	ER_MRN_MARINT	Coverage of protected areas in relation to marine areas	208	9.326571283	56.03829721	DNK	Denmark	1	ANNUAL	KMSQ					17932	17932	2016	17932	Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2017, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).	
2017.Q2.G.01	ER_MRN_MARINT	Coverage of protected areas in relation to marine areas	212	-61.3493756	15.43391378	DMA	Dominica	1	ANNUAL	KMSQ					4	4	2016	4	Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2017, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).	
2017.Q2.G.01	ER_MRN_MARINT	Coverage of protected areas in relation to marine areas	214	-70.49847576	18.89832088	DOM	Dominican Republic	1	ANNUAL	KMSQ					24599	24599	2016	24599	Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2017, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).	
2017.Q2.G.01	ER_MRN_MARINT	Coverage of protected areas in relation to marine areas	218	-78.37005241	-1.447785891	ECU	Ecuador	1	ANNUAL	KMSQ					140934	140934	2016	140934	Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2017, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).	
2017.Q2.G.01	ER_MRN_MARINT	Coverage of protected areas in relation to marine areas	222	-88.86862995	13.73603564	SLV	El Salvador	1	ANNUAL	KMSQ					665	665	2016	665	Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2017, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).	
2017.Q2.G.01	ER_MRN_MARINT	Coverage of protected areas in relation to marine areas	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	1	ANNUAL	KMSQ					730	730	2016	730	Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2017, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).	
2017.Q2.G.01	ER_MRN_MARINT	Coverage of protected areas in relation to marine areas	231	39.63505296	8.631223181	ETH	Ethiopia	1	ANNUAL	KMSQ										
2017.Q2.G.01	ER_MRN_MARINT	Coverage of protected areas in relation to marine areas	232	38.11074289	16.12894644	ERI	Eritrea	1	ANNUAL	KMSQ										
2017.Q2.G.01	ER_MRN_MARINT	Coverage of protected areas in relation to marine areas	233	25.84093481	58.68487172	EST	Estonia	1	ANNUAL	KMSQ					6770	6770	2016	6770	Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2017, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).	
2017.Q2.G.01	ER_MRN_MARINT	Coverage of protected areas in relation to marine areas	234	-7.122044325	62.21228119	FRO	Faroe Islands	1	ANNUAL	KMSQ					29	29	2016	29	Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2017, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).	
