geoAreaCode	years	Freq	Units	sliceId	X	Y	OBJECTID	ISO3CD	geoAreaName	series	seriesDescription	value	valueType	time_detail	source	Nature
260	2016	ANNUAL	CU_USD	1	69.64849091	-49.6068576	14	ATF	French Southern Territories							
262	2016	ANNUAL	CU_USD	1	42.18274707	11.56004161	62	DJI	Djibouti	VC_DSR_EXVAL	Direct disaster economic loss, exposed value	4744.66	Float		UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	E
266	2016	ANNUAL	CU_USD	1	11.78727747	-0.60687619	80	GAB	Gabon	VC_DSR_EXVAL	Direct disaster economic loss, exposed value	120252	Float		UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	E
268	2016	ANNUAL	CU_USD	1	43.3713615	42.04813028	82	GEO	Georgia	VC_DSR_EXVAL	Direct disaster economic loss, exposed value	53823.5	Float		UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	E
270	2016	ANNUAL	CU_USD	1	-15.39944785	13.45295927	88	GMB	Gambia	VC_DSR_EXVAL	Direct disaster economic loss, exposed value	2097.61	Float		UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	E
275	2016	ANNUAL	CU_USD	1	35.25694122	31.94347933	189	PSE	State of Palestine	VC_DSR_EXVAL	Direct disaster economic loss, exposed value	69454.3	Float		UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	E
276	2016	ANNUAL	CU_USD	1	10.3806066	51.08862743	61	DEU	Germany	VC_DSR_EXVAL	Direct disaster economic loss, exposed value	15114900	Float		UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	E
288	2016	ANNUAL	CU_USD	1	-1.205623522	7.964825185	84	GHA	Ghana	VC_DSR_EXVAL	Direct disaster economic loss, exposed value	74174	Float		UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	E
292	2016	ANNUAL	CU_USD	1	-5.347561686	36.13895036	85	GIB	Gibraltar	VC_DSR_EXVAL	Direct disaster economic loss, exposed value	4042.19	Float		UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	E
296	2016	ANNUAL	CU_USD	1	-157.5643005	1.768837732	122	KIR	Kiribati	VC_DSR_EXVAL	Direct disaster economic loss, exposed value	595.115	Float		UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	E
300	2016	ANNUAL	CU_USD	1	22.58307827	39.47301873	91	GRC	Greece	VC_DSR_EXVAL	Direct disaster economic loss, exposed value	1181280	Float		UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	E
304	2016	ANNUAL	CU_USD	1	-41.39371316	74.75625681	93	GRL	Greenland							
308	2016	ANNUAL	CU_USD	1	-61.68248568	12.11238395	92	GRD	Grenada	VC_DSR_EXVAL	Direct disaster economic loss, exposed value	4536.19	Float		UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	E
312	2016	ANNUAL	CU_USD	1	-61.64762115	16.14416917	87	GLP	Guadeloupe	VC_DSR_EXVAL	Direct disaster economic loss, exposed value	41119.1	Float		UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	E
316	2016	ANNUAL	CU_USD	1	144.7029305	13.35485404	96	GUM	Guam							
320	2016	ANNUAL	CU_USD	1	-91.2312746	15.00273719	94	GTM	Guatemala	VC_DSR_EXVAL	Direct disaster economic loss, exposed value	172912	Float		UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	E
324	2016	ANNUAL	CU_USD	1	-11.28173419	11.00210343	86	GIN	Guinea	VC_DSR_EXVAL	Direct disaster economic loss, exposed value	13665.9	Float		UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	E
328	2016	ANNUAL	CU_USD	1	-58.97322037	4.788012784	97	GUY	Guyana	VC_DSR_EXVAL	Direct disaster economic loss, exposed value	8076.05	Float		UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	E
332	2016	ANNUAL	CU_USD	1	-72.33640958	18.40426539	102	HTI	Haiti	VC_DSR_EXVAL	Direct disaster economic loss, exposed value	28268.6	Float		UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	E
334	2016	ANNUAL	CU_USD	1	73.52633626	-53.09106147	99	HMD	Heard Island and McDonald Islands							
336	2016	ANNUAL	CU_USD	1	12.45315803	41.90343751	250	VAT	Holy See							
340	2016	ANNUAL	CU_USD	1	-86.59974381	14.82243161	100	HND	Honduras	VC_DSR_EXVAL	Direct disaster economic loss, exposed value	77974.8	Float		UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	E
344	2016	ANNUAL	CU_USD	1	114.0266445	22.41749934	98	HKG	China, Hong Kong Special Administrative Region	VC_DSR_EXVAL	Direct disaster economic loss, exposed value	1250060	Float		UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	E
348	2016	ANNUAL	CU_USD	1	19.41221519	47.1651448	103	HUN	Hungary	VC_DSR_EXVAL	Direct disaster economic loss, exposed value	562480	Float		UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	E
352	2016	ANNUAL	CU_USD	1	-19.02116966	64.79134763	111	ISL	Iceland	VC_DSR_EXVAL	Direct disaster economic loss, exposed value	57291.7	Float		UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	E
356	2016	ANNUAL	CU_USD	1	79.3608464	22.34642074	106	IND	India	VC_DSR_EXVAL	Direct disaster economic loss, exposed value	5769370	Float		UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	E
360	2016	ANNUAL	CU_USD	1	113.9174	-0.994582204	104	IDN	Indonesia	VC_DSR_EXVAL	Direct disaster economic loss, exposed value	2827830	Float		UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	E
