series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Freq	Units	2010	2015	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest	410	127.8610254	36.45201023	KOR	Republic of Korea	1	ANNUAL	METONS	564	649	2015	649	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest	414	47.49305029	29.53949468	KWT	Kuwait	1	ANNUAL	METONS						
2017.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	1	ANNUAL	METONS	27.8	27.8	2015	27.8	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	1	ANNUAL	METONS	1925	1886	2015	1886	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest	422	35.89391711	33.92152458	LBN	Lebanon	1	ANNUAL	METONS	2.913	2.913	2015	2.913	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest	426	28.25362195	-29.58041814	LSO	Lesotho	1	ANNUAL	METONS	3.98	4.4	2015	4.4	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest	428	26.42461876	56.64196636	LVA	Latvia	1	ANNUAL	METONS	399.1	432.3	2015	432.3	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest	430	-9.311879038	6.448381009	LBR	Liberia	1	ANNUAL	METONS	1003.68	1001.96	2015	1001.96	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest	434	18.0295985	27.04042819	LBY	Libya	1	ANNUAL	METONS	10.69	10.69	2015	10.69	FAO estimates	E
2017.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest	438	9.552985019	47.14167005	LIE	Liechtenstein	1	ANNUAL	METONS	0.82	0.82	2015	0.82	FAO estimates	E
2017.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest	440	23.90517807	55.33680309	LTU	Lithuania	1	ANNUAL	METONS	257.9	271.1	2015	271.1	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest	442	6.092656563	49.77679538	LUX	Luxembourg	1	ANNUAL	METONS	17.47	17.47	2015	17.47	FAO estimates	E
2017.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	1	ANNUAL	METONS						
2017.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest	450	46.6982339	-19.38514785	MDG	Madagascar	1	ANNUAL	METONS	2790	2773	2015	2773	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest	454	33.4884625	-13.40819859	MWI	Malawi	1	ANNUAL	METONS	246	240	2015	240	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest	458	116.8346314	5.452415309	MYS	Malaysia	1	ANNUAL	METONS	4355	4782	2015	4782	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest	462	73.09672546	-0.614385021	MDV	Maldives	1	ANNUAL	METONS						
